dteday,hr,weekday,casual
2011-04-15,17,Jumat,64
2011-04-15,18,Jumat,47
2011-04-15,19,Jumat,41
2011-04-15,20,Jumat,26
2011-04-15,21,Jumat,25
2011-04-15,22,Jumat,16
2011-04-15,23,Jumat,8
2011-04-16,0,Sabtu,7
2011-04-16,1,Sabtu,5
2011-04-16,2,Sabtu,5
2011-04-16,3,Sabtu,5
2011-04-16,4,Sabtu,1
2011-04-16,5,Sabtu,1
2011-04-16,6,Sabtu,1
2011-04-16,7,Sabtu,3
2011-04-16,8,Sabtu,7
2011-04-16,9,Sabtu,2
2011-04-16,10,Sabtu,1
2011-04-16,11,Sabtu,4
2011-04-16,12,Sabtu,6
2011-04-16,13,Sabtu,9
2011-04-16,14,Sabtu,14
2011-04-16,15,Sabtu,16
2011-04-16,16,Sabtu,6
2011-04-16,17,Sabtu,1
2011-04-16,18,Sabtu,6
2011-04-16,19,Sabtu,9
2011-04-16,20,Sabtu,4
2011-04-16,21,Sabtu,1
2011-04-16,22,Sabtu,2
2011-04-16,23,Sabtu,5
2011-04-17,0,Minggu,4
2011-04-17,1,Minggu,6
2011-04-17,2,Minggu,4
2011-04-17,3,Minggu,12
2011-04-17,4,Minggu,2
2011-04-17,5,Minggu,2
2011-04-17,6,Minggu,3
2011-04-17,7,Minggu,2
2011-04-17,8,Minggu,7
2011-04-17,9,Minggu,31
2011-04-17,10,Minggu,91
2011-04-17,11,Minggu,119
2011-04-17,12,Minggu,167
2011-04-17,13,Minggu,181
2011-04-17,14,Minggu,170
2011-04-17,15,Minggu,179
2011-04-17,16,Minggu,161
2011-04-17,17,Minggu,143
2011-04-17,18,Minggu,102
2011-04-17,19,Minggu,75
2011-04-17,20,Minggu,44
2011-04-17,21,Minggu,13
2011-04-17,22,Minggu,21
2011-04-17,23,Minggu,19
2011-04-18,0,Senin,15
2011-04-18,1,Senin,11
2011-04-18,2,Senin,14
2011-04-18,3,Senin,6
2011-04-18,4,Senin,2
2011-04-18,5,Senin,0
2011-04-18,6,Senin,3
2011-04-18,7,Senin,12
2011-04-18,8,Senin,20
2011-04-18,9,Senin,37
2011-04-18,10,Senin,41
2011-04-18,11,Senin,36
2011-04-18,12,Senin,60
2011-04-18,13,Senin,41
2011-04-18,14,Senin,49
2011-04-18,15,Senin,64
2011-04-18,16,Senin,40
2011-04-18,17,Senin,66
2011-04-18,18,Senin,41
2011-04-18,19,Senin,42
2011-04-18,20,Senin,29
2011-04-18,21,Senin,20
2011-04-18,22,Senin,9
2011-04-18,23,Senin,11
2011-04-19,0,Selasa,2
2011-04-19,1,Selasa,5
2011-04-19,2,Selasa,8
2011-04-19,3,Selasa,0
2011-04-19,4,Selasa,1
2011-04-19,5,Selasa,1
2011-04-19,6,Selasa,2
2011-04-19,7,Selasa,22
2011-04-19,8,Selasa,20
2011-04-19,9,Selasa,23
2011-04-19,10,Selasa,15
2011-04-19,11,Selasa,19
2011-04-19,12,Selasa,19
2011-04-19,13,Selasa,26
2011-04-19,14,Selasa,19
2011-04-19,15,Selasa,44
2011-04-19,16,Selasa,30
2011-04-19,17,Selasa,39
2011-04-19,18,Selasa,44
2011-04-19,19,Selasa,28
2011-04-19,20,Selasa,20
2011-04-19,21,Selasa,8
2011-04-19,22,Selasa,3
2011-04-19,23,Selasa,11
2011-04-20,0,Rabu,4
2011-04-20,1,Rabu,2
2011-04-20,2,Rabu,0
2011-04-20,3,Rabu,0
2011-04-20,4,Rabu,5
2011-04-20,5,Rabu,1
2011-04-20,6,Rabu,2
2011-04-20,7,Rabu,26
2011-04-20,8,Rabu,22
2011-04-20,9,Rabu,27
2011-04-20,10,Rabu,45
2011-04-20,11,Rabu,31
2011-04-20,12,Rabu,28
2011-04-20,13,Rabu,42
2011-04-20,14,Rabu,33
2011-04-20,15,Rabu,32
2011-04-20,16,Rabu,54
2011-04-20,17,Rabu,34
2011-04-20,18,Rabu,56
2011-04-20,19,Rabu,74
2011-04-20,20,Rabu,31
2011-04-20,21,Rabu,38
2011-04-20,22,Rabu,12
2011-04-20,23,Rabu,14
2011-04-21,0,Kamis,11
2011-04-21,1,Kamis,6
2011-04-21,2,Kamis,3
2011-04-21,3,Kamis,4
2011-04-21,4,Kamis,2
2011-04-21,5,Kamis,0
2011-04-21,6,Kamis,2
2011-04-21,7,Kamis,15
2011-04-21,8,Kamis,19
2011-04-21,9,Kamis,18
2011-04-21,10,Kamis,25
2011-04-21,11,Kamis,34
2011-04-21,12,Kamis,49
2011-04-21,13,Kamis,55
2011-04-21,14,Kamis,68
2011-04-21,15,Kamis,69
2011-04-21,16,Kamis,66
2011-04-21,17,Kamis,79
2011-04-21,18,Kamis,71
2011-04-21,19,Kamis,52
2011-04-21,20,Kamis,28
2011-04-21,21,Kamis,25
2011-04-21,22,Kamis,31
2011-04-21,23,Kamis,13
2011-04-22,0,Jumat,3
2011-04-22,1,Jumat,2
2011-04-22,2,Jumat,2
2011-04-22,3,Jumat,0
2011-04-22,4,Jumat,1
2011-04-22,5,Jumat,0
2011-04-22,6,Jumat,2
2011-04-22,7,Jumat,5
2011-04-22,8,Jumat,15
2011-04-22,9,Jumat,17
2011-04-22,10,Jumat,32
2011-04-22,11,Jumat,23
2011-04-22,12,Jumat,19
2011-04-22,13,Jumat,3
2011-04-22,14,Jumat,3
2011-04-22,15,Jumat,13
2011-04-22,16,Jumat,4
2011-04-22,17,Jumat,6
2011-04-22,18,Jumat,4
2011-04-22,19,Jumat,7
2011-04-22,20,Jumat,8
2011-04-22,21,Jumat,5
2011-04-22,22,Jumat,3
2011-04-22,23,Jumat,0
2011-04-23,0,Sabtu,0
2011-04-23,1,Sabtu,5
2011-04-23,2,Sabtu,3
2011-04-23,3,Sabtu,0
2011-04-23,4,Sabtu,2
2011-04-23,5,Sabtu,1
2011-04-23,6,Sabtu,0
2011-04-23,7,Sabtu,2
2011-04-23,8,Sabtu,15
2011-04-23,9,Sabtu,13
2011-04-23,10,Sabtu,36
2011-04-23,11,Sabtu,68
2011-04-23,12,Sabtu,94
2011-04-23,13,Sabtu,126
2011-04-23,14,Sabtu,182
2011-04-23,15,Sabtu,171
2011-04-23,16,Sabtu,180
2011-04-23,17,Sabtu,168
2011-04-23,18,Sabtu,149
2011-04-23,19,Sabtu,84
2011-04-23,20,Sabtu,45
2011-04-23,21,Sabtu,32
2011-04-23,22,Sabtu,55
2011-04-23,23,Sabtu,31
2011-04-24,0,Minggu,30
2011-04-24,1,Minggu,14
2011-04-24,2,Minggu,27
2011-04-24,3,Minggu,4
2011-04-24,4,Minggu,0
2011-04-24,5,Minggu,5
2011-04-24,6,Minggu,10
2011-04-24,7,Minggu,16
2011-04-24,8,Minggu,38
2011-04-24,9,Minggu,73
2011-04-24,10,Minggu,118
2011-04-24,11,Minggu,124
2011-04-24,12,Minggu,168
2011-04-24,13,Minggu,205
2011-04-24,14,Minggu,197
2011-04-24,15,Minggu,167
2011-04-24,16,Minggu,162
2011-04-24,17,Minggu,142
2011-04-24,18,Minggu,96
2011-04-24,19,Minggu,62
2011-04-24,20,Minggu,34
2011-04-24,21,Minggu,8
2011-04-24,22,Minggu,5
2011-04-24,23,Minggu,5
2011-04-25,0,Senin,2
2011-04-25,1,Senin,2
2011-04-25,2,Senin,1
2011-04-25,3,Senin,2
2011-04-25,4,Senin,1
2011-04-25,5,Senin,3
2011-04-25,6,Senin,7
2011-04-25,7,Senin,13
2011-04-25,8,Senin,27
2011-04-25,9,Senin,27
2011-04-25,10,Senin,61
2011-04-25,11,Senin,53
2011-04-25,12,Senin,48
2011-04-25,13,Senin,57
2011-04-25,14,Senin,47
2011-04-25,15,Senin,50
2011-04-25,16,Senin,41
2011-04-25,17,Senin,80
2011-04-25,18,Senin,74
2011-04-25,19,Senin,62
2011-04-25,20,Senin,42
2011-04-25,21,Senin,41
2011-04-25,22,Senin,23
2011-04-25,23,Senin,9
2011-04-26,0,Selasa,10
2011-04-26,1,Selasa,16
2011-04-26,2,Selasa,17
2011-04-26,3,Selasa,17
2011-04-26,4,Selasa,2
2011-04-26,5,Selasa,0
2011-04-26,6,Selasa,0
2011-04-26,7,Selasa,16
2011-04-26,8,Selasa,32
2011-04-26,9,Selasa,35
2011-04-26,10,Selasa,22
2011-04-26,11,Selasa,40
2011-04-26,12,Selasa,40
2011-04-26,13,Selasa,37
2011-04-26,14,Selasa,40
2011-04-26,15,Selasa,34
2011-04-26,16,Selasa,40
2011-04-26,17,Selasa,66
2011-04-26,18,Selasa,65
2011-04-26,19,Selasa,42
2011-04-26,20,Selasa,35
2011-04-26,21,Selasa,33
2011-04-26,22,Selasa,32
2011-04-26,23,Selasa,7
2011-04-27,0,Rabu,3
2011-04-27,1,Rabu,2
2011-04-27,2,Rabu,0
2011-04-27,3,Rabu,3
2011-04-27,4,Rabu,0
2011-04-27,5,Rabu,1
2011-04-27,6,Rabu,5
2011-04-27,7,Rabu,17
2011-04-27,8,Rabu,31
2011-04-27,9,Rabu,20
2011-04-27,10,Rabu,26
2011-04-27,11,Rabu,53
2011-04-27,12,Rabu,38
2011-04-27,13,Rabu,31
2011-04-27,14,Rabu,29
2011-04-27,15,Rabu,18
2011-04-27,16,Rabu,29
2011-04-27,17,Rabu,63
2011-04-27,18,Rabu,46
2011-04-27,19,Rabu,40
2011-04-27,20,Rabu,30
2011-04-27,21,Rabu,19
2011-04-27,22,Rabu,18
2011-04-27,23,Rabu,25
2011-04-28,0,Kamis,13
2011-04-28,1,Kamis,8
2011-04-28,2,Kamis,14
2011-04-28,3,Kamis,2
2011-04-28,4,Kamis,4
2011-04-28,5,Kamis,0
2011-04-28,6,Kamis,7
2011-04-28,7,Kamis,14
2011-04-28,8,Kamis,31
2011-04-28,9,Kamis,18
2011-04-28,10,Kamis,9
2011-04-28,11,Kamis,10
2011-04-28,12,Kamis,23
2011-04-28,13,Kamis,18
2011-04-28,14,Kamis,21
2011-04-28,15,Kamis,46
2011-04-28,16,Kamis,42
2011-04-28,17,Kamis,49
2011-04-28,18,Kamis,44
2011-04-28,19,Kamis,57
2011-04-28,20,Kamis,49
2011-04-28,21,Kamis,27
2011-04-28,22,Kamis,34
2011-04-28,23,Kamis,29
2011-04-29,0,Jumat,11
2011-04-29,1,Jumat,10
2011-04-29,2,Jumat,2
2011-04-29,3,Jumat,1
2011-04-29,4,Jumat,0
2011-04-29,5,Jumat,0
2011-04-29,6,Jumat,4
2011-04-29,7,Jumat,18
2011-04-29,8,Jumat,35
2011-04-29,9,Jumat,45
2011-04-29,10,Jumat,57
2011-04-29,11,Jumat,49
2011-04-29,12,Jumat,63
2011-04-29,13,Jumat,74
2011-04-29,14,Jumat,58
2011-04-29,15,Jumat,77
2011-04-29,16,Jumat,59
2011-04-29,17,Jumat,75
2011-04-29,18,Jumat,55
2011-04-29,19,Jumat,40
2011-04-29,20,Jumat,34
2011-04-29,21,Jumat,50
2011-04-29,22,Jumat,36
2011-04-29,23,Jumat,25
2011-04-30,0,Sabtu,33
2011-04-30,1,Sabtu,15
2011-04-30,2,Sabtu,12
2011-04-30,3,Sabtu,4
2011-04-30,4,Sabtu,2
2011-04-30,5,Sabtu,3
2011-04-30,6,Sabtu,10
2011-04-30,7,Sabtu,21
2011-04-30,8,Sabtu,21
2011-04-30,9,Sabtu,35
2011-04-30,10,Sabtu,94
2011-04-30,11,Sabtu,120
2011-04-30,12,Sabtu,178
2011-04-30,13,Sabtu,185
2011-04-30,14,Sabtu,184
2011-04-30,15,Sabtu,217
2011-04-30,16,Sabtu,191
2011-04-30,17,Sabtu,162
2011-04-30,18,Sabtu,134
2011-04-30,19,Sabtu,150
2011-04-30,20,Sabtu,65
2011-04-30,21,Sabtu,58
2011-04-30,22,Sabtu,37
2011-04-30,23,Sabtu,34
2011-05-01,0,Minggu,19
2011-05-01,1,Minggu,9
2011-05-01,2,Minggu,7
2011-05-01,3,Minggu,8
2011-05-01,4,Minggu,6
2011-05-01,5,Minggu,0
2011-05-01,6,Minggu,4
2011-05-01,7,Minggu,7
2011-05-01,8,Minggu,16
2011-05-01,9,Minggu,45
2011-05-01,10,Minggu,109
2011-05-01,11,Minggu,109
2011-05-01,12,Minggu,109
2011-05-01,13,Minggu,123
2011-05-01,14,Minggu,85
2011-05-01,15,Minggu,113
2011-05-01,16,Minggu,75
2011-05-01,17,Minggu,60
2011-05-01,18,Minggu,33
2011-05-01,19,Minggu,47
2011-05-01,20,Minggu,35
2011-05-01,21,Minggu,23
2011-05-01,22,Minggu,32
2011-05-01,23,Minggu,64
2011-05-02,0,Senin,68
2011-05-02,1,Senin,41
2011-05-02,2,Senin,16
2011-05-02,3,Senin,9
2011-05-02,4,Senin,9
2011-05-02,5,Senin,4
2011-05-02,6,Senin,3
2011-05-02,7,Senin,16
2011-05-02,8,Senin,21
2011-05-02,9,Senin,41
2011-05-02,10,Senin,31
2011-05-02,11,Senin,34
2011-05-02,12,Senin,40
2011-05-02,13,Senin,51
2011-05-02,14,Senin,48
2011-05-02,15,Senin,45
2011-05-02,16,Senin,49
2011-05-02,17,Senin,65
2011-05-02,18,Senin,68
2011-05-02,19,Senin,46
2011-05-02,20,Senin,44
2011-05-02,21,Senin,54
2011-05-02,22,Senin,28
2011-05-02,23,Senin,16
2011-05-03,0,Selasa,0
2011-05-03,1,Selasa,0
2011-05-03,2,Selasa,0
2011-05-03,3,Selasa,0
2011-05-03,4,Selasa,3
2011-05-03,5,Selasa,0
2011-05-03,6,Selasa,7
2011-05-03,7,Selasa,17
2011-05-03,8,Selasa,24
2011-05-03,9,Selasa,29
2011-05-03,10,Selasa,36
2011-05-03,11,Selasa,20
2011-05-03,12,Selasa,48
2011-05-03,13,Selasa,50
2011-05-03,14,Selasa,36
2011-05-03,15,Selasa,37
2011-05-03,16,Selasa,46
2011-05-03,17,Selasa,53
2011-05-03,18,Selasa,59
2011-05-03,19,Selasa,42
2011-05-03,20,Selasa,28
2011-05-03,21,Selasa,42
2011-05-03,22,Selasa,14
2011-05-03,23,Selasa,12
2011-05-04,0,Rabu,5
2011-05-04,1,Rabu,1
2011-05-04,2,Rabu,0
2011-05-04,3,Rabu,0
2011-05-04,4,Rabu,1
2011-05-04,5,Rabu,1
2011-05-04,6,Rabu,0
2011-05-04,7,Rabu,6
2011-05-04,8,Rabu,5
2011-05-04,9,Rabu,5
2011-05-04,10,Rabu,5
2011-05-04,11,Rabu,3
2011-05-04,12,Rabu,19
2011-05-04,13,Rabu,15
2011-05-04,14,Rabu,13
2011-05-04,15,Rabu,22
2011-05-04,16,Rabu,22
2011-05-04,17,Rabu,22
2011-05-04,18,Rabu,29
2011-05-04,19,Rabu,30
2011-05-04,20,Rabu,17
2011-05-04,21,Rabu,17
2011-05-04,22,Rabu,9
2011-05-04,23,Rabu,8
2011-05-05,0,Kamis,4
2011-05-05,1,Kamis,4
2011-05-05,2,Kamis,1
2011-05-05,3,Kamis,0
2011-05-05,4,Kamis,4
2011-05-05,5,Kamis,1
2011-05-05,6,Kamis,3
2011-05-05,7,Kamis,16
2011-05-05,8,Kamis,25
2011-05-05,9,Kamis,20
2011-05-05,10,Kamis,30
2011-05-05,11,Kamis,43
2011-05-05,12,Kamis,27
2011-05-05,13,Kamis,50
2011-05-05,14,Kamis,19
2011-05-05,15,Kamis,27
2011-05-05,16,Kamis,36
2011-05-05,17,Kamis,66
2011-05-05,18,Kamis,64
2011-05-05,19,Kamis,56
2011-05-05,20,Kamis,33
2011-05-05,21,Kamis,39
2011-05-05,22,Kamis,30
2011-05-05,23,Kamis,16
2011-05-06,0,Jumat,13
2011-05-06,1,Jumat,8
2011-05-06,2,Jumat,1
2011-05-06,3,Jumat,3
2011-05-06,4,Jumat,0
2011-05-06,5,Jumat,0
2011-05-06,6,Jumat,8
2011-05-06,7,Jumat,20
2011-05-06,8,Jumat,35
2011-05-06,9,Jumat,27
2011-05-06,10,Jumat,30
2011-05-06,11,Jumat,42
2011-05-06,12,Jumat,48
2011-05-06,13,Jumat,71
2011-05-06,14,Jumat,86
2011-05-06,15,Jumat,89
2011-05-06,16,Jumat,82
2011-05-06,17,Jumat,83
2011-05-06,18,Jumat,85
2011-05-06,19,Jumat,39
2011-05-06,20,Jumat,29
2011-05-06,21,Jumat,22
2011-05-06,22,Jumat,46
2011-05-06,23,Jumat,27
2011-05-07,0,Sabtu,10
2011-05-07,1,Sabtu,8
2011-05-07,2,Sabtu,5
2011-05-07,3,Sabtu,9
2011-05-07,4,Sabtu,1
2011-05-07,5,Sabtu,4
2011-05-07,6,Sabtu,1
2011-05-07,7,Sabtu,8
2011-05-07,8,Sabtu,19
2011-05-07,9,Sabtu,54
2011-05-07,10,Sabtu,90
2011-05-07,11,Sabtu,132
2011-05-07,12,Sabtu,129
2011-05-07,13,Sabtu,196
2011-05-07,14,Sabtu,143
2011-05-07,15,Sabtu,148
2011-05-07,16,Sabtu,119
2011-05-07,17,Sabtu,138
2011-05-07,18,Sabtu,114
2011-05-07,19,Sabtu,88
2011-05-07,20,Sabtu,82
2011-05-07,21,Sabtu,58
2011-05-07,22,Sabtu,26
2011-05-07,23,Sabtu,30
2011-05-08,0,Minggu,22
2011-05-08,1,Minggu,8
2011-05-08,2,Minggu,17
2011-05-08,3,Minggu,10
2011-05-08,4,Minggu,2
2011-05-08,5,Minggu,0
2011-05-08,6,Minggu,2
2011-05-08,7,Minggu,8
2011-05-08,8,Minggu,28
2011-05-08,9,Minggu,48
2011-05-08,10,Minggu,91
2011-05-08,11,Minggu,142
2011-05-08,12,Minggu,139
2011-05-08,13,Minggu,166
2011-05-08,14,Minggu,126
2011-05-08,15,Minggu,128
2011-05-08,16,Minggu,122
2011-05-08,17,Minggu,106
2011-05-08,18,Minggu,63
2011-05-08,19,Minggu,61
2011-05-08,20,Minggu,42
2011-05-08,21,Minggu,32
2011-05-08,22,Minggu,29
2011-05-08,23,Minggu,9
2011-05-09,0,Senin,31
2011-05-09,1,Senin,25
2011-05-09,2,Senin,6
2011-05-09,3,Senin,0
2011-05-09,4,Senin,0
2011-05-09,5,Senin,0
2011-05-09,6,Senin,2
2011-05-09,7,Senin,16
2011-05-09,8,Senin,23
2011-05-09,9,Senin,36
2011-05-09,10,Senin,24
2011-05-09,11,Senin,26
2011-05-09,12,Senin,35
2011-05-09,13,Senin,36
2011-05-09,14,Senin,44
2011-05-09,15,Senin,51
2011-05-09,16,Senin,49
2011-05-09,17,Senin,59
2011-05-09,18,Senin,66
2011-05-09,19,Senin,45
2011-05-09,20,Senin,25
2011-05-09,21,Senin,28
2011-05-09,22,Senin,21
2011-05-09,23,Senin,16
2011-05-10,0,Selasa,6
2011-05-10,1,Selasa,3
2011-05-10,2,Selasa,1
2011-05-10,3,Selasa,1
2011-05-10,4,Selasa,0
2011-05-10,5,Selasa,1
2011-05-10,6,Selasa,9
2011-05-10,7,Selasa,13
2011-05-10,8,Selasa,28
2011-05-10,9,Selasa,29
2011-05-10,10,Selasa,27
2011-05-10,11,Selasa,17
2011-05-10,12,Selasa,47
2011-05-10,13,Selasa,50
2011-05-10,14,Selasa,42
2011-05-10,15,Selasa,28
2011-05-10,16,Selasa,56
2011-05-10,17,Selasa,79
2011-05-10,18,Selasa,70
2011-05-10,19,Selasa,69
2011-05-10,20,Selasa,50
2011-05-10,21,Selasa,30
2011-05-10,22,Selasa,29
2011-05-10,23,Selasa,9
2011-05-11,0,Rabu,8
2011-05-11,1,Rabu,4
2011-05-11,2,Rabu,6
2011-05-11,3,Rabu,0
2011-05-11,4,Rabu,0
2011-05-11,5,Rabu,0
2011-05-11,6,Rabu,6
2011-05-11,7,Rabu,25
2011-05-11,8,Rabu,21
2011-05-11,9,Rabu,21
2011-05-11,10,Rabu,30
2011-05-11,11,Rabu,18
2011-05-11,12,Rabu,41
2011-05-11,13,Rabu,36
2011-05-11,14,Rabu,36
2011-05-11,15,Rabu,48
2011-05-11,16,Rabu,49
2011-05-11,17,Rabu,17
2011-05-11,18,Rabu,40
2011-05-11,19,Rabu,60
2011-05-11,20,Rabu,28
2011-05-11,21,Rabu,32
2011-05-11,22,Rabu,12
2011-05-11,23,Rabu,12
2011-05-12,0,Kamis,5
2011-05-12,1,Kamis,1
2011-05-12,2,Kamis,1
2011-05-12,3,Kamis,0
2011-05-12,4,Kamis,1
2011-05-12,5,Kamis,2
2011-05-12,6,Kamis,9
2011-05-12,7,Kamis,14
2011-05-12,8,Kamis,27
2011-05-12,9,Kamis,21
2011-05-12,10,Kamis,28
2011-05-12,11,Kamis,43
2011-05-12,12,Kamis,43
2011-05-12,13,Kamis,48
2011-05-12,14,Kamis,43
2011-05-12,15,Kamis,54
2011-05-12,16,Kamis,50
2011-05-12,17,Kamis,54
2011-05-12,18,Kamis,64
2011-05-12,19,Kamis,59
2011-05-12,20,Kamis,56
2011-05-12,21,Kamis,31
2011-05-12,22,Kamis,25
2011-05-12,23,Kamis,16
2011-05-13,0,Jumat,6
2011-05-13,1,Jumat,5
2011-05-13,2,Jumat,3
2011-05-13,3,Jumat,2
2011-05-13,4,Jumat,2
2011-05-13,5,Jumat,1
2011-05-13,6,Jumat,6
2011-05-13,7,Jumat,16
2011-05-13,8,Jumat,26
2011-05-13,9,Jumat,18
2011-05-13,10,Jumat,31
2011-05-13,11,Jumat,56
2011-05-13,12,Jumat,53
2011-05-13,13,Jumat,69
2011-05-13,14,Jumat,70
2011-05-13,15,Jumat,56
2011-05-13,16,Jumat,44
2011-05-13,17,Jumat,62
2011-05-13,18,Jumat,39
2011-05-13,19,Jumat,25
2011-05-13,20,Jumat,22
2011-05-13,21,Jumat,24
2011-05-13,22,Jumat,25
2011-05-13,23,Jumat,31
2011-05-14,0,Sabtu,24
2011-05-14,1,Sabtu,18
2011-05-14,2,Sabtu,15
2011-05-14,3,Sabtu,5
2011-05-14,4,Sabtu,1
2011-05-14,5,Sabtu,7
2011-05-14,6,Sabtu,2
2011-05-14,7,Sabtu,4
2011-05-14,8,Sabtu,16
2011-05-14,9,Sabtu,14
2011-05-14,10,Sabtu,34
2011-05-14,11,Sabtu,72
2011-05-14,12,Sabtu,75
2011-05-14,13,Sabtu,68
2011-05-14,14,Sabtu,57
2011-05-14,15,Sabtu,73
2011-05-14,16,Sabtu,107
2011-05-14,17,Sabtu,78
2011-05-14,18,Sabtu,88
2011-05-14,19,Sabtu,69
2011-05-14,20,Sabtu,42
2011-05-14,21,Sabtu,15
2011-05-14,22,Sabtu,7
2011-05-14,23,Sabtu,11
2011-05-15,0,Minggu,5
2011-05-15,1,Minggu,4
2011-05-15,2,Minggu,13
2011-05-15,3,Minggu,11
2011-05-15,4,Minggu,5
2011-05-15,5,Minggu,3
2011-05-15,6,Minggu,3
2011-05-15,7,Minggu,4
2011-05-15,8,Minggu,24
2011-05-15,9,Minggu,36
2011-05-15,10,Minggu,73
2011-05-15,11,Minggu,120
2011-05-15,12,Minggu,120
2011-05-15,13,Minggu,195
2011-05-15,14,Minggu,183
2011-05-15,15,Minggu,206
2011-05-15,16,Minggu,158
2011-05-15,17,Minggu,137
2011-05-15,18,Minggu,60
2011-05-15,19,Minggu,78
2011-05-15,20,Minggu,53
2011-05-15,21,Minggu,44
2011-05-15,22,Minggu,29
2011-05-15,23,Minggu,18
2011-05-16,0,Senin,17
2011-05-16,1,Senin,6
2011-05-16,2,Senin,4
2011-05-16,3,Senin,1
2011-05-16,4,Senin,1
2011-05-16,5,Senin,1
2011-05-16,6,Senin,11
2011-05-16,7,Senin,27
2011-05-16,8,Senin,28
2011-05-16,9,Senin,38
2011-05-16,10,Senin,37
2011-05-16,11,Senin,56
2011-05-16,12,Senin,72
2011-05-16,13,Senin,61
2011-05-16,14,Senin,76
2011-05-16,15,Senin,55
2011-05-16,16,Senin,45
2011-05-16,17,Senin,47
2011-05-16,18,Senin,55
2011-05-16,19,Senin,36
2011-05-16,20,Senin,31
2011-05-16,21,Senin,28
2011-05-16,22,Senin,22
2011-05-16,23,Senin,18
2011-05-17,0,Selasa,13
2011-05-17,1,Selasa,7
2011-05-17,2,Selasa,4
2011-05-17,3,Selasa,1
2011-05-17,4,Selasa,2
2011-05-17,5,Selasa,0
2011-05-17,6,Selasa,0
2011-05-17,7,Selasa,13
2011-05-17,8,Selasa,22
2011-05-17,9,Selasa,17
2011-05-17,10,Selasa,31
2011-05-17,11,Selasa,26
2011-05-17,12,Selasa,38
2011-05-17,13,Selasa,31
2011-05-17,14,Selasa,61
2011-05-17,15,Selasa,79
2011-05-17,16,Selasa,73
2011-05-17,17,Selasa,83
2011-05-17,18,Selasa,54
2011-05-17,19,Selasa,51
2011-05-17,20,Selasa,30
2011-05-17,21,Selasa,23
2011-05-17,22,Selasa,12
2011-05-17,23,Selasa,7
2011-05-18,0,Rabu,8
2011-05-18,1,Rabu,3
2011-05-18,2,Rabu,1
2011-05-18,3,Rabu,6
2011-05-18,4,Rabu,1
2011-05-18,5,Rabu,0
2011-05-18,6,Rabu,2
2011-05-18,7,Rabu,14
2011-05-18,8,Rabu,25
2011-05-18,9,Rabu,26
2011-05-18,10,Rabu,33
2011-05-18,11,Rabu,6
2011-05-18,12,Rabu,12
2011-05-18,13,Rabu,30
2011-05-18,14,Rabu,44
2011-05-18,15,Rabu,34
2011-05-18,16,Rabu,53
2011-05-18,17,Rabu,78
2011-05-18,18,Rabu,58
2011-05-18,19,Rabu,43
2011-05-18,20,Rabu,24
2011-05-18,21,Rabu,11
2011-05-18,22,Rabu,14
2011-05-18,23,Rabu,10
2011-05-19,0,Kamis,6
2011-05-19,1,Kamis,2
2011-05-19,2,Kamis,3
2011-05-19,3,Kamis,1
2011-05-19,4,Kamis,2
2011-05-19,5,Kamis,2
2011-05-19,6,Kamis,17
2011-05-19,7,Kamis,18
2011-05-19,8,Kamis,34
2011-05-19,9,Kamis,40
2011-05-19,10,Kamis,35
2011-05-19,11,Kamis,53
2011-05-19,12,Kamis,38
2011-05-19,13,Kamis,44
2011-05-19,14,Kamis,43
2011-05-19,15,Kamis,63
2011-05-19,16,Kamis,55
2011-05-19,17,Kamis,60
2011-05-19,18,Kamis,59
2011-05-19,19,Kamis,65
2011-05-19,20,Kamis,46
2011-05-19,21,Kamis,29
2011-05-19,22,Kamis,11
2011-05-19,23,Kamis,9
2011-05-20,0,Jumat,15
2011-05-20,1,Jumat,8
2011-05-20,2,Jumat,4
2011-05-20,3,Jumat,1
2011-05-20,4,Jumat,1
2011-05-20,5,Jumat,0
2011-05-20,6,Jumat,15
2011-05-20,7,Jumat,30
2011-05-20,8,Jumat,41
2011-05-20,9,Jumat,35
2011-05-20,10,Jumat,44
2011-05-20,11,Jumat,63
2011-05-20,12,Jumat,69
2011-05-20,13,Jumat,60
2011-05-20,14,Jumat,66
2011-05-20,15,Jumat,74
2011-05-20,16,Jumat,61
2011-05-20,17,Jumat,71
2011-05-20,18,Jumat,79
2011-05-20,19,Jumat,49
2011-05-20,20,Jumat,40
2011-05-20,21,Jumat,40
2011-05-20,22,Jumat,28
2011-05-20,23,Jumat,15
2011-05-21,0,Sabtu,20
2011-05-21,1,Sabtu,8
2011-05-21,2,Sabtu,5
2011-05-21,3,Sabtu,7
2011-05-21,4,Sabtu,1
2011-05-21,5,Sabtu,1
2011-05-21,6,Sabtu,6
2011-05-21,7,Sabtu,10
2011-05-21,8,Sabtu,29
2011-05-21,9,Sabtu,60
2011-05-21,10,Sabtu,122
2011-05-21,11,Sabtu,173
2011-05-21,12,Sabtu,222
2011-05-21,13,Sabtu,191
2011-05-21,14,Sabtu,187
2011-05-21,15,Sabtu,232
2011-05-21,16,Sabtu,204
2011-05-21,17,Sabtu,191
2011-05-21,18,Sabtu,191
2011-05-21,19,Sabtu,117
2011-05-21,20,Sabtu,84
2011-05-21,21,Sabtu,77
2011-05-21,22,Sabtu,78
2011-05-21,23,Sabtu,42
2011-05-22,0,Minggu,31
